Mac Prefix,Vendor Name,Private,Block Type,Last Update
00:C0:F1,"SHINKO ELECTRIC CO., LTD.",false,MA-L,2015/11/17
00:C0:F2,TRANSITION NETWORKS,false,MA-L,2015/11/17
00:C0:F3,NETWORK COMMUNICATIONS CORP.,false,MA-L,2015/11/17
00:C0:F4,"INTERLINK SYSTEM CO., LTD.",false,MA-L,2015/11/17
00:C0:F5,"METACOMP, INC.",false,MA-L,2015/11/17
00:C0:F6,CELAN TECHNOLOGY INC.,false,MA-L,2015/11/17
00:C0:F7,"ENGAGE COMMUNICATION, INC.",false,MA-L,2015/11/17
00:C0:F8,ABOUT COMPUTING INC.,false,MA-L,2015/11/17
00:C0:F9,Artesyn Embedded Technologies,false,MA-L,2015/11/17
00:C0:FA,"CANARY COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:C0:FB,ADVANCED TECHNOLOGY LABS,false,MA-L,2015/11/17
00:C0:FC,"ELASTIC REALITY, INC.",false,MA-L,2015/11/17
00:C0:FD,PROSUM,false,MA-L,2015/11/17
00:C0:FF,Seagate Cloud Systems Inc,false,MA-L,2017/09/06
00:E0:00,FUJITSU LIMITED,false,MA-L,2018/10/13
00:E0:01,STRAND LIGHTING LIMITED,false,MA-L,2015/11/17
00:E0:02,"CROSSROADS SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:03,NOKIA WIRELESS BUSINESS COMMUN,false,MA-L,2015/11/17
00:E0:04,"PMC-SIERRA, INC.",false,MA-L,2015/11/17
00:E0:05,TECHNICAL CORP.,false,MA-L,2015/11/17
00:E0:06,SILICON INTEGRATED SYS. CORP.,false,MA-L,2015/11/17
00:E0:07,Avaya ECS Ltd,false,MA-L,2015/11/17
00:E0:08,AMAZING CONTROLS! INC.,false,MA-L,2015/11/17
00:E0:0A,"DIBA, INC.",false,MA-L,2015/11/17
00:E0:0B,ROOFTOP COMMUNICATIONS CORP.,false,MA-L,2015/11/17
00:E0:0C,MOTOROLA,false,MA-L,2015/11/17
00:E0:0D,RADIANT SYSTEMS,false,MA-L,2015/11/17
00:E0:0E,"AVALON IMAGING SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:0F,"Shanghai Baud Data Communication Co.,Ltd.",false,MA-L,2019/07/02
00:E0:10,HESS SB-AUTOMATENBAU GmbH,false,MA-L,2015/11/17
00:E0:11,UNIDEN CORPORATION,false,MA-L,2016/04/27
00:E0:12,PLUTO TECHNOLOGIES INTERNATIONAL INC.,false,MA-L,2015/11/17
00:E0:13,"EASTERN ELECTRONIC CO., LTD.",false,MA-L,2015/11/17
00:E0:14,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:15,HEIWA CORPORATION,false,MA-L,2015/11/17
00:E0:16,RAPID CITY COMMUNICATIONS,false,MA-L,2015/11/17
00:E0:17,EXXACT GmbH,false,MA-L,2015/11/17
00:E0:18,ASUSTek COMPUTER INC.,false,MA-L,2015/11/17
00:E0:19,ING. GIORDANO ELETTRONICA,false,MA-L,2015/11/17
00:E0:1A,"COMTEC SYSTEMS. CO., LTD.",false,MA-L,2015/11/17
00:E0:1B,"SPHERE COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:E0:1C,"Cradlepoint, Inc",false,MA-L,2015/11/17
00:E0:1D,"WebTV NETWORKS, INC.",false,MA-L,2015/11/17
00:E0:1E,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:20,TECNOMEN OY,false,MA-L,2015/11/17
00:E0:21,FREEGATE CORP.,false,MA-L,2015/11/17
00:E0:22,"Analog Devices, Inc.",false,MA-L,2016/10/30
00:E0:24,GADZOOX NETWORKS,false,MA-L,2015/11/17
00:E0:25,"dit Co., Ltd.",false,MA-L,2015/11/17
00:E0:26,Redlake MASD LLC,false,MA-L,2015/11/17
00:E0:27,"DUX, INC.",false,MA-L,2015/11/17
00:E0:28,APTIX CORPORATION,false,MA-L,2015/11/17
00:E0:29,STANDARD MICROSYSTEMS CORP.,false,MA-L,2015/11/17
00:E0:2A,TANDBERG TELEVISION AS,false,MA-L,2015/11/17
00:E0:2B,"Extreme Networks, Inc.",false,MA-L,2017/09/22
00:E0:2C,AST COMPUTER,false,MA-L,2015/11/17
00:E0:2D,"InnoMediaLogic, Inc.",false,MA-L,2015/11/17
00:E0:2E,SPC ELECTRONICS CORPORATION,false,MA-L,2015/11/17
00:E0:30,MELITA INTERNATIONAL CORP.,false,MA-L,2015/11/17
00:E0:31,"HAGIWARA ELECTRIC CO., LTD.",false,MA-L,2015/11/17
00:E0:32,"MISYS FINANCIAL SYSTEMS, LTD.",false,MA-L,2015/11/17
00:E0:33,E.E.P.D. GmbH,false,MA-L,2015/11/17
00:E0:34,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:35,Artesyn Embedded Technologies,false,MA-L,2015/11/17
00:E0:36,PIONEER CORPORATION,false,MA-L,2015/11/17
00:E0:37,CENTURY CORPORATION,false,MA-L,2015/11/17
00:E0:38,PROXIMA CORPORATION,false,MA-L,2015/11/17
00:E0:39,PARADYNE CORP.,false,MA-L,2015/11/17
00:E0:3A,"Cabletron Systems, Inc.",false,MA-L,2015/11/17
00:E0:3B,PROMINET CORPORATION,false,MA-L,2015/11/17
00:E0:3C,AdvanSys,false,MA-L,2015/11/17
00:E0:3D,FOCON ELECTRONIC SYSTEMS A/S,false,MA-L,2015/11/17
00:E0:3E,"ALFATECH, INC.",false,MA-L,2015/11/17
00:E0:3F,JATON CORPORATION,false,MA-L,2015/11/17
00:E0:40,"DeskStation Technology, Inc.",false,MA-L,2015/11/17
00:E0:41,CSPI,false,MA-L,2015/11/17
00:E0:42,Pacom Systems Ltd.,false,MA-L,2015/11/17
00:E0:43,VitalCom,false,MA-L,2015/11/17
00:E0:44,LSICS CORPORATION,false,MA-L,2015/11/17
00:E0:45,"TOUCHWAVE, INC.",false,MA-L,2015/11/17
00:E0:46,BENTLY NEVADA CORP.,false,MA-L,2015/11/17
00:E0:48,"SDL COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:E0:49,MICROWI ELECTRONIC GmbH,false,MA-L,2015/11/17
00:E0:4A,"ZX Technologies, Inc",false,MA-L,2015/11/17
00:E0:4B,JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH,false,MA-L,2015/11/17
00:E0:4D,"INTERNET INITIATIVE JAPAN, INC",false,MA-L,2015/11/17
00:E0:4F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:50,"EXECUTONE INFORMATION SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:51,TALX CORPORATION,false,MA-L,2015/11/17
00:E0:52,Brocade Communications Systems LLC,false,MA-L,2020/02/25
00:E0:53,"CELLPORT LABS, INC.",false,MA-L,2015/11/17
00:E0:55,INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.,false,MA-L,2015/11/17
00:E0:57,"HAN MICROTELECOM. CO., LTD.",false,MA-L,2015/11/17
00:E0:58,PHASE ONE DENMARK A/S,false,MA-L,2015/11/17
00:E0:59,"CONTROLLED ENVIRONMENTS, LTD.",false,MA-L,2015/11/17
00:E0:5A,GALEA NETWORK SECURITY,false,MA-L,2015/11/17
00:E0:5B,WEST END SYSTEMS CORP.,false,MA-L,2015/11/17
00:E0:5C,PHC Corporation,false,MA-L,2018/06/02
00:E0:5D,"UNITEC CO., LTD.",false,MA-L,2015/11/17
00:E0:5E,"JAPAN AVIATION ELECTRONICS INDUSTRY, LTD.",false,MA-L,2015/11/17
00:E0:5F,"e-Net, Inc.",false,MA-L,2015/11/17
00:E0:60,SHERWOOD,false,MA-L,2015/11/17
00:E0:61,"EdgePoint Networks, Inc.",false,MA-L,2015/11/17
00:E0:62,HOST ENGINEERING,false,MA-L,2015/11/17
00:E0:63,"Cabletron Systems, Inc.",false,MA-L,2015/11/17
00:E0:64,SAMSUNG ELECTRONICS,false,MA-L,2015/11/17
00:E0:65,OPTICAL ACCESS INTERNATIONAL,false,MA-L,2015/11/17
00:E0:66,"ProMax Systems, Inc.",false,MA-L,2015/11/17
00:E0:67,eac AUTOMATION-CONSULTING GmbH,false,MA-L,2015/11/17
00:E0:68,MERRIMAC SYSTEMS INC.,false,MA-L,2015/11/17
00:E0:69,JAYCOR,false,MA-L,2015/11/17
00:E0:6A,KAPSCH AG,false,MA-L,2015/11/17
00:E0:6B,W&G SPECIAL PRODUCTS,false,MA-L,2015/11/17
00:E0:6C,Ultra Electronics Command & Control Systems,false,MA-L,2016/09/22
00:E0:6D,COMPUWARE CORPORATION,false,MA-L,2015/11/17
00:E0:6E,FAR SYSTEMS S.p.A.,false,MA-L,2015/11/17
00:E0:6F,"ARRIS Group, Inc.",false,MA-L,2016/05/23
00:E0:70,DH TECHNOLOGY,false,MA-L,2015/11/17
00:E0:71,EPIS MICROCOMPUTER,false,MA-L,2015/11/17
00:E0:72,LYNK,false,MA-L,2015/11/17
00:E0:74,"TIERNAN COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:E0:75,Verilink Corporation,false,MA-L,2015/11/17
00:E0:76,"DEVELOPMENT CONCEPTS, INC.",false,MA-L,2015/11/17
00:E0:78,BERKELEY NETWORKS,false,MA-L,2015/11/17
00:E0:79,A.T.N.R.,false,MA-L,2015/11/17
00:E0:7A,MIKRODIDAKT AB,false,MA-L,2015/11/17
00:E0:7B,BAY NETWORKS,false,MA-L,2015/11/17
00:E0:7C,"METTLER-TOLEDO, INC.",false,MA-L,2015/11/17
00:E0:7D,"NETRONIX, INC.",false,MA-L,2015/11/17
00:E0:7E,WALT DISNEY IMAGINEERING,false,MA-L,2015/11/17
00:E0:7F,LOGISTISTEM s.r.l.,false,MA-L,2015/11/17
00:E0:80,CONTROL RESOURCES CORPORATION,false,MA-L,2015/11/17
00:E0:81,TYAN COMPUTER CORP.,false,MA-L,2015/11/17
00:E0:82,ANERMA,false,MA-L,2015/11/17
00:E0:83,"JATO TECHNOLOGIES, INC.",false,MA-L,2015/11/17
00:E0:84,COMPULITE R&D,false,MA-L,2015/11/17
00:E0:85,"GLOBAL MAINTECH, INC.",false,MA-L,2015/11/17
00:E0:86,"Emerson Network Power, Avocent Division",false,MA-L,2015/11/17
00:E0:87,LeCroy - Networking Productions Division,false,MA-L,2015/11/17
00:E0:88,LTX-Credence CORPORATION,false,MA-L,2015/11/17
00:E0:89,"ION Networks, Inc.",false,MA-L,2015/11/17
00:E0:8A,"GEC AVERY, LTD.",false,MA-L,2015/11/17
00:E0:8B,QLogic Corporation,false,MA-L,2016/04/11
00:E0:8C,"NEOPARADIGM LABS, INC.",false,MA-L,2015/11/17
00:E0:8D,"PRESSURE SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:8E,UTSTARCOM,false,MA-L,2015/11/17
00:E0:8F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:90,BECKMAN LAB. AUTOMATION DIV.,false,MA-L,2015/11/17
00:E0:92,ADMTEK INCORPORATED,false,MA-L,2015/11/17
00:E0:93,ACKFIN NETWORKS,false,MA-L,2015/11/17
00:E0:94,OSAI SRL,false,MA-L,2015/11/17
00:E0:95,ADVANCED-VISION TECHNOLGIES CORP.,false,MA-L,2015/11/17
00:E0:96,SHIMADZU CORPORATION,false,MA-L,2015/11/17
00:E0:97,CARRIER ACCESS CORPORATION,false,MA-L,2015/11/17
00:E0:98,AboCom,false,MA-L,2015/11/17
00:E0:99,SAMSON AG,false,MA-L,2015/11/17
00:E0:9A,Positron Inc.,false,MA-L,2015/11/17
00:E0:9B,"ENGAGE NETWORKS, INC.",false,MA-L,2015/11/17
00:E0:9C,MII,false,MA-L,2015/11/17
00:E0:9D,SARNOFF CORPORATION,false,MA-L,2015/11/17
00:E0:9E,Quantum Corporation,false,MA-L,2016/04/06
00:E0:9F,PIXEL VISION,false,MA-L,2015/11/17
00:E0:A0,WILTRON CO.,false,MA-L,2015/11/17
00:E0:A1,HIMA PAUL HILDEBRANDT GmbH Co. KG,false,MA-L,2015/11/17
00:E0:A2,MICROSLATE INC.,false,MA-L,2015/11/17
00:E0:A3,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:A4,ESAOTE S.p.A.,false,MA-L,2015/11/17
00:E0:A5,"ComCore Semiconductor, Inc.",false,MA-L,2015/11/17
00:E0:A6,"TELOGY NETWORKS, INC.",false,MA-L,2015/11/17
00:E0:A7,"IPC INFORMATION SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:A8,SAT GmbH & Co.,false,MA-L,2015/11/17
00:E0:A9,"FUNAI ELECTRIC CO., LTD.",false,MA-L,2015/11/17
00:E0:AA,ELECTROSONIC LTD.,false,MA-L,2015/11/17
00:E0:AB,DIMAT S.A.,false,MA-L,2015/11/17
00:E0:AC,"MIDSCO, INC.",false,MA-L,2015/11/17
00:E0:AD,"EES TECHNOLOGY, LTD.",false,MA-L,2015/11/17
00:E0:AE,XAQTI CORPORATION,false,MA-L,2015/11/17
00:E0:AF,GENERAL DYNAMICS INFORMATION SYSTEMS,false,MA-L,2015/11/17
00:E0:B0,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:B1,Alcatel-Lucent Enterprise,false,MA-L,2017/01/07
00:E0:B2,TELMAX COMMUNICATIONS CORP.,false,MA-L,2015/11/17
00:E0:B3,"EtherWAN Systems, Inc.",false,MA-L,2015/11/17
00:E0:B4,"TECHNO SCOPE CO., LTD.",false,MA-L,2015/11/17
00:E0:B5,ARDENT COMMUNICATIONS CORP.,false,MA-L,2015/11/17
00:E0:B6,Entrada Networks,false,MA-L,2015/11/17
00:E0:B7,Cosworth Electronics Ltd,false,MA-L,2020/04/01
00:E0:B8,GATEWAY 2000,false,MA-L,2015/11/17
00:E0:B9,BYAS SYSTEMS,false,MA-L,2015/11/17
00:E0:BA,BERGHOF AUTOMATIONSTECHNIK GmbH,false,MA-L,2015/11/17
00:E0:BB,NBX CORPORATION,false,MA-L,2015/11/17
00:E0:BC,"SYMON COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:E0:BD,"INTERFACE SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:BE,"GENROCO INTERNATIONAL, INC.",false,MA-L,2015/11/17
00:E0:BF,TORRENT NETWORKING TECHNOLOGIES CORP.,false,MA-L,2015/11/17
00:E0:C0,"SEIWA ELECTRIC MFG. CO., LTD.",false,MA-L,2015/11/17
00:E0:C1,"MEMOREX TELEX JAPAN, LTD.",false,MA-L,2015/11/17
00:E0:C2,NECSY S.p.A.,false,MA-L,2015/11/17
00:E0:C4,"HORNER ELECTRIC, INC.",false,MA-L,2015/11/17
00:E0:C5,BCOM ELECTRONICS INC.,false,MA-L,2015/11/17
00:E0:C6,"LINK2IT, L.L.C.",false,MA-L,2015/11/17
00:E0:C7,EUROTECH SRL,false,MA-L,2015/11/17
00:E0:C8,"VIRTUAL ACCESS, LTD.",false,MA-L,2015/11/17
00:E0:CA,BEST DATA PRODUCTS,false,MA-L,2015/11/17
00:E0:CB,"RESON, INC.",false,MA-L,2015/11/17
00:E0:CC,"HERO SYSTEMS, LTD.",false,MA-L,2015/11/17
00:E0:CD,SAAB SENSIS CORPORATION,false,MA-L,2015/11/17
00:E0:CE,ARN,false,MA-L,2015/11/17
00:E0:CF,INTEGRATED DEVICE,false,MA-L,2016/02/10
00:E0:D3,DATENTECHNIK GmbH,false,MA-L,2015/11/17
00:E0:D4,EXCELLENT COMPUTER,false,MA-L,2015/11/17
00:E0:D5,Emulex Corporation,false,MA-L,2015/11/17
00:E0:D6,COMPUTER & COMMUNICATION RESEARCH LAB.,false,MA-L,2015/11/17
00:E0:D7,"SUNSHINE ELECTRONICS, INC.",false,MA-L,2015/11/17
00:E0:D8,"LANBit Computer, Inc.",false,MA-L,2015/11/17
00:E0:D9,"TAZMO CO., LTD.",false,MA-L,2015/11/17
00:E0:DA,Alcatel-Lucent Enterprise,false,MA-L,2017/01/07
00:E0:DB,"ViaVideo Communications, Inc.",false,MA-L,2015/11/17
00:E0:DC,NEXWARE CORP.,false,MA-L,2015/11/17
00:E0:DE,DATAX NV,false,MA-L,2015/11/17
00:E0:DF,DZS GmbH,false,MA-L,2020/12/03
00:E0:E0,"SI ELECTRONICS, LTD.",false,MA-L,2015/11/17
00:E0:E1,"G2 NETWORKS, INC.",false,MA-L,2015/11/17
00:E0:E2,INNOVA CORP.,false,MA-L,2015/11/17
00:E0:E3,SK-ELEKTRONIK GMBH,false,MA-L,2015/11/17
00:E0:E4,"FANUC ROBOTICS NORTH AMERICA, Inc.",false,MA-L,2015/11/17
00:E0:E5,"CINCO NETWORKS, INC.",false,MA-L,2015/11/17
00:E0:E6,INCAA Computers,false,MA-L,2019/07/02
00:E0:E7,"RAYTHEON E-SYSTEMS, INC.",false,MA-L,2015/11/17
00:E0:E8,GRETACODER Data Systems AG,false,MA-L,2015/11/17
00:E0:E9,"DATA LABS, INC.",false,MA-L,2015/11/17
00:E0:EA,"INNOVAT COMMUNICATIONS, INC.",false,MA-L,2015/11/17
00:E0:EB,"DIGICOM SYSTEMS, INCORPORATED",false,MA-L,2015/11/17
00:E0:EC,CELESTICA INC.,false,MA-L,2019/12/12
00:E0:ED,"SILICOM, LTD.",false,MA-L,2015/11/17
00:E0:EE,MAREL HF,false,MA-L,2015/11/17
00:E0:EF,DIONEX,false,MA-L,2015/11/17
00:E0:F0,"ABLER TECHNOLOGY, INC.",false,MA-L,2015/11/17
00:E0:F1,THAT CORPORATION,false,MA-L,2015/11/17
00:E0:F2,"ARLOTTO COMNET, INC.",false,MA-L,2015/11/17
00:E0:F3,"WebSprint Communications, Inc.",false,MA-L,2015/11/17
00:E0:F4,INSIDE Technology A/S,false,MA-L,2015/11/17
00:E0:F5,TELES AG,false,MA-L,2015/11/17
00:E0:F6,DECISION EUROPE,false,MA-L,2015/11/17
00:E0:F7,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:F8,DICNA CONTROL AB,false,MA-L,2015/11/17
00:E0:F9,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:FA,"TRL TECHNOLOGY, LTD.",false,MA-L,2015/11/17
00:E0:FB,"LEIGHTRONIX, INC.",false,MA-L,2015/11/17
00:E0:FC,"HUAWEI TECHNOLOGIES CO.,LTD",false,MA-L,2015/11/17
00:E0:FD,"A-TREND TECHNOLOGY CO., LTD.",false,MA-L,2015/11/17
00:E0:FE,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:FF,"SECURITY DYNAMICS TECHNOLOGIES, Inc.",false,MA-L,2015/11/17
02:07:01,RACAL-DATACOM,false,MA-L,2015/11/17
08:00:06,SIEMENS AG,false,MA-L,2015/11/17
08:00:07,"Apple, Inc.",false,MA-L,2017/10/11
08:00:09,Hewlett Packard,false,MA-L,2015/11/17
08:00:0B,UNISYS CORPORATION,false,MA-L,2015/11/17
08:00:0D,"International Computers, Ltd",false,MA-L,2019/07/02
08:00:17,NATIONAL SEMICONDUCTOR,false,MA-L,2015/11/17
08:00:1F,SHARP CORPORATION,false,MA-L,2015/11/17
08:00:20,Oracle Corporation,false,MA-L,2015/11/17
08:00:28,Texas Instruments,false,MA-L,2015/11/17
08:00:2B,DIGITAL EQUIPMENT CORPORATION,false,MA-L,2015/11/17
08:00:30,CERN,false,MA-L,2018/10/12
08:00:39,SPIDER SYSTEMS LIMITED,false,MA-L,2015/11/17
08:00:48,EUROTHERM GAUGING SYSTEMS,false,MA-L,2015/11/17
08:00:4E,3COM EUROPE LTD,false,MA-L,2019/07/02
08:00:51,ExperData,false,MA-L,2019/07/02
08:00:5A,IBM Corp,false,MA-L,2015/11/17
08:00:69,Silicon Graphics,false,MA-L,2019/07/02
08:00:74,CASIO COMPUTER CO. LTD.,false,MA-L,2015/11/17
08:00:87,"Xyplex, Inc.",false,MA-L,2016/04/27
08:00:88,Brocade Communications Systems LLC,false,MA-L,2020/02/25
08:00:8F,CHIPCOM CORPORATION,false,MA-L,2015/11/17
08:BB:CC,AK-NORD EDV VERTRIEBSGES. mbH,false,MA-L,2015/11/17
10:00:5A,IBM Corp,false,MA-L,2015/11/17
10:00:E8,NATIONAL SEMICONDUCTOR,false,MA-L,2015/11/17
AA:00:00,DIGITAL EQUIPMENT CORPORATION,false,MA-L,2015/11/17
AA:00:03,DIGITAL EQUIPMENT CORPORATION,false,MA-L,2015/11/17
AA:00:04,DIGITAL EQUIPMENT CORPORATION,false,MA-L,2015/11/17
00:00:00,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:01,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:02,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:03,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:04,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:05,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:06,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:07,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:08,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:09,XEROX CORPORATION,false,MA-L,2015/11/17
00:00:0A,OMRON TATEISI ELECTRONICS CO.,false,MA-L,2015/11/17
00:00:0B,MATRIX CORPORATION,false,MA-L,2015/11/17
00:00:0F,"NEXT, INC.",false,MA-L,2015/11/17
00:00:10,SYTEK INC.,false,MA-L,2015/11/17
00:00:11,NORMEREL SYSTEMES,false,MA-L,2015/11/17
00:00:12,INFORMATION TECHNOLOGY LIMITED,false,MA-L,2015/11/17
00:00:13,CAMEX,false,MA-L,2015/11/17
00:00:14,NETRONIX,false,MA-L,2015/11/17
00:00:15,DATAPOINT CORPORATION,false,MA-L,2015/11/17
00:00:16,DU PONT PIXEL SYSTEMS     .,false,MA-L,2015/11/17
00:00:17,Oracle,false,MA-L,2015/11/17
00:00:18,WEBSTER COMPUTER CORPORATION,false,MA-L,2015/11/17
00:00:19,APPLIED DYNAMICS INTERNATIONAL,false,MA-L,2015/11/17
00:00:1A,ADVANCED MICRO DEVICES,false,MA-L,2015/11/17
00:00:1C,BELL TECHNOLOGIES,false,MA-L,2015/11/17
00:00:1D,"Cabletron Systems, Inc.",false,MA-L,2015/11/17
00:00:1E,TELSIST INDUSTRIA ELECTRONICA,false,MA-L,2015/11/17
00:00:1F,"Telco Systems, Inc.",false,MA-L,2015/11/17
00:00:20,DATAINDUSTRIER DIAB AB,false,MA-L,2015/11/17
00:00:21,SUREMAN COMP. & COMMUN. CORP.,false,MA-L,2015/11/17
00:00:22,VISUAL TECHNOLOGY INC.,false,MA-L,2015/11/17
00:00:24,CONNECT AS,false,MA-L,2015/11/17
00:00:25,RAMTEK CORP.,false,MA-L,2015/11/17
00:00:26,"SHA-KEN CO., LTD.",false,MA-L,2015/11/17
00:00:27,JAPAN RADIO COMPANY,false,MA-L,2015/11/17
00:00:28,PRODIGY SYSTEMS CORPORATION,false,MA-L,2015/11/17
00:00:29,IMC NETWORKS CORP.,false,MA-L,2015/11/17
00:00:2A,TRW - SEDD/INP,false,MA-L,2015/11/17
00:00:2B,"CRISP AUTOMATION, INC",false,MA-L,2015/11/17
00:00:2C,AUTOTOTE LIMITED,false,MA-L,2015/11/17
00:00:2D,CHROMATICS INC,false,MA-L,2015/11/17
00:00:2E,SOCIETE EVIRA,false,MA-L,2015/11/17
00:00:2F,TIMEPLEX INC.,false,MA-L,2015/11/17
00:00:30,VG LABORATORY SYSTEMS LTD,false,MA-L,2015/11/17
00:00:32,Marconi plc,false,MA-L,2015/11/17
00:00:33,EGAN MACHINERY COMPANY,false,MA-L,2015/11/17
00:00:34,NETWORK RESOURCES CORPORATION,false,MA-L,2015/11/17
00:00:35,SPECTRAGRAPHICS CORPORATION,false,MA-L,2015/11/17
00:00:36,ATARI CORPORATION,false,MA-L,2015/11/17
00:00:38,CSS LABS,false,MA-L,2015/11/17
00:00:39,TOSHIBA CORPORATION,false,MA-L,2015/11/17
00:00:3A,CHYRON CORPORATION,false,MA-L,2015/11/17
00:00:3B,"i Controls, Inc.",false,MA-L,2015/11/17
00:00:3D,UNISYS,false,MA-L,2015/11/17
00:00:40,"APPLICON, INC.",false,MA-L,2015/11/17
00:00:41,ICE CORPORATION,false,MA-L,2015/11/17
00:00:42,METIER MANAGEMENT SYSTEMS LTD.,false,MA-L,2015/11/17
00:00:43,MICRO TECHNOLOGY,false,MA-L,2015/11/17
00:00:44,CASTELLE CORPORATION,false,MA-L,2015/11/17
00:00:45,FORD AEROSPACE & COMM. CORP.,false,MA-L,2015/11/17
00:00:47,NICOLET INSTRUMENTS CORP.,false,MA-L,2015/11/17
00:00:48,Seiko Epson Corporation,false,MA-L,2019/07/02
00:00:4B,ICL DATA OY,false,MA-L,2015/11/17
00:00:4D,DCI CORPORATION,false,MA-L,2015/11/17
00:00:4E,AMPEX CORPORATION,false,MA-L,2015/11/17
00:00:4F,"LOGICRAFT, INC.",false,MA-L,2015/11/17
00:00:53,COMPUCORP,false,MA-L,2015/11/17
00:00:54,Schneider Electric,false,MA-L,2015/11/17
00:00:55,COMMISSARIAT A L`ENERGIE ATOM.,false,MA-L,2015/11/17
00:00:56,DR. B. STRUCK,false,MA-L,2015/11/17
00:00:57,SCITEX CORPORATION LTD.,false,MA-L,2015/11/17
00:00:59,Hellige GMBH,false,MA-L,2015/11/17
00:00:5B,ELTEC ELEKTRONIK AG,false,MA-L,2015/11/17
00:00:5C,TELEMATICS INTERNATIONAL INC.,false,MA-L,2015/11/17
00:00:5D,CS TELECOM,false,MA-L,2015/11/17
00:00:60,Kontron Europe GmbH,false,MA-L,2021/04/02
00:00:62,BULL HN INFORMATION SYSTEMS,false,MA-L,2015/11/17
00:00:63,BARCO CONTROL ROOMS GMBH,false,MA-L,2015/11/17
00:00:66,"TALARIS SYSTEMS, INC.",false,MA-L,2015/11/17
00:00:67,"SOFT * RITE, INC.",false,MA-L,2015/11/17
00:00:69,CONCORD COMMUNICATIONS INC,false,MA-L,2015/11/17
00:00:6A,COMPUTER CONSOLES INC.,false,MA-L,2015/11/17
00:00:6B,Silicon Graphics,false,MA-L,2019/07/02
00:00:70,HCL LIMITED,false,MA-L,2015/11/17
00:00:71,ADRA SYSTEMS INC.,false,MA-L,2015/11/17
00:00:72,MINIWARE TECHNOLOGY,false,MA-L,2015/11/17
00:00:73,SIECOR CORPORATION,false,MA-L,2015/11/17
00:00:75,Nortel Networks,false,MA-L,2015/11/17
00:00:76,ABEKAS VIDEO SYSTEM,false,MA-L,2015/11/17
00:00:77,INTERPHASE CORPORATION,false,MA-L,2015/11/17
00:00:78,LABTAM LIMITED,false,MA-L,2015/11/17
00:00:7A,DANA COMPUTER INC.,false,MA-L,2015/11/17
00:00:7B,RESEARCH MACHINES,false,MA-L,2015/11/17
00:00:7C,AMPERE INCORPORATED,false,MA-L,2015/11/17
00:00:7E,CLUSTRIX CORPORATION,false,MA-L,2015/11/17
00:00:82,LECTRA SYSTEMES SA,false,MA-L,2015/11/17
00:00:83,TADPOLE TECHNOLOGY PLC,false,MA-L,2015/11/17
00:00:84,SUPERNET,false,MA-L,2015/11/17
00:00:85,CANON INC.,false,MA-L,2015/11/17
00:00:86,MEGAHERTZ CORPORATION,false,MA-L,2015/11/17
00:00:87,"HITACHI, LTD.",false,MA-L,2015/11/17
00:00:88,Brocade Communications Systems LLC,false,MA-L,2020/02/25
00:00:89,CAYMAN SYSTEMS INC.,false,MA-L,2015/11/17
00:00:8B,INFOTRON,false,MA-L,2015/11/17
00:00:8C,Alloy Computer Products (Australia) Pty Ltd,false,MA-L,2015/11/17
00:00:8D,Cryptek Inc.,false,MA-L,2015/11/17
00:00:8E,"SOLBOURNE COMPUTER, INC.",false,MA-L,2015/11/17
00:00:8F,Raytheon,false,MA-L,2015/11/17
00:00:90,MICROCOM,false,MA-L,2015/11/17
00:00:91,ANRITSU CORPORATION,false,MA-L,2015/11/17
