Mac Prefix,Vendor Name,Private,Block Type,Last Update
00:50:C2:F1:8,Vitec Multimedia,false,IAB,2015/08/29
00:50:C2:F1:9,Netlink Bilisim Sistemleri San. ve Tic. Ltd. Sti.,false,IAB,2015/08/29
00:50:C2:F1:A,Aqua Management,false,IAB,2015/08/29
00:50:C2:F1:B,Saia-Burgess Controls AG,false,IAB,2015/08/29
00:50:C2:F1:C,GD Mission Systems,false,IAB,2016/05/07
00:50:C2:F1:D,Grossenbacher Systeme AG,false,IAB,2015/08/29
00:50:C2:F1:E,Dell'Orto S.P.A.,false,IAB,2015/08/29
00:50:C2:F1:F,"Verified Energy, LLC.",false,IAB,2015/08/29
00:50:C2:F2:0,Unfors Instruments AB,false,IAB,2015/08/29
00:50:C2:F2:1,SEITEC Co. Ltd,false,IAB,2015/08/29
00:50:C2:F2:2,Harland Simon plc,false,IAB,2015/08/29
00:50:C2:F2:3,Electro-Motive Diesel,false,IAB,2015/08/29
00:50:C2:F2:4,CT Company,false,IAB,2015/08/29
00:50:C2:F2:5,Samway Electronic SRL,false,IAB,2015/08/29
00:50:C2:F2:6,WaveIP,false,IAB,2015/08/29
00:50:C2:F2:7,ELAN SYSTEMS,false,IAB,2015/08/29
00:50:C2:F2:8,Vertex Antennentechnik GmbH,false,IAB,2015/08/29
00:50:C2:F2:9,RADYNE CORPORATION,false,IAB,2015/08/29
00:50:C2:F2:A,ACD Elektronik GmbH,false,IAB,2015/08/29
00:50:C2:F2:B,Bio Guard component & technologies,false,IAB,2015/08/29
00:50:C2:F2:C,Terratel Technology s.r.o.,false,IAB,2015/08/29
00:50:C2:F2:D,"Robert Bosch Healthcare Systems, Inc.",false,IAB,2015/08/29
00:50:C2:F2:E,"H&L Instruments, LLC",false,IAB,2015/08/29
00:50:C2:F2:F,Arcos Technologies LTD,false,IAB,2015/08/29
00:50:C2:F3:0,Miris AB,false,IAB,2015/08/29
00:50:C2:F3:1,Ruetz Technologies GmbH,false,IAB,2015/08/29
00:50:C2:F3:2,Net4Things,false,IAB,2015/08/29
00:50:C2:F3:3,Applied Micro Electronics AME bv,false,IAB,2017/03/29
00:50:C2:F3:4,Sequip S+E GmbH,false,IAB,2015/08/29
00:50:C2:F3:5,Grupo Epelsa S.L.,false,IAB,2015/08/29
00:50:C2:F3:6,Visitech AS,false,IAB,2015/08/29
00:50:C2:F3:7,Rosslare Enterprises Limited,false,IAB,2015/08/29
00:50:C2:F3:8,"AeroControl, Inc.",false,IAB,2015/08/29
00:50:C2:F3:9,"InForce Computing, Inc.",false,IAB,2015/08/29
00:50:C2:F3:A,Saia-Burgess Controls AG,false,IAB,2015/08/29
00:50:C2:F3:B,TAMS firmware co.,false,IAB,2015/08/29
00:50:C2:F3:C,Vemco Sp. z o. o.,false,IAB,2021/02/13
00:50:C2:F3:D,Project service S.a.s,false,IAB,2015/08/29
00:50:C2:F3:E,Vtron Pty Ltd,false,IAB,2017/10/28
00:50:C2:F3:F,DENSEI COMMUNICATION Inc.,false,IAB,2015/08/29
00:50:C2:F4:0,"iBWorld co.,ltd.",false,IAB,2015/08/29
00:50:C2:F4:1,FairyDevices Inc.,false,IAB,2015/08/29
00:50:C2:F4:2,DSPCon,false,IAB,2015/08/29
00:50:C2:F4:3,Special Systems Engineering Center LLC,false,IAB,2015/08/29
00:50:C2:F4:4,Steinbichler Optotechnik GmbH,false,IAB,2015/08/29
00:50:C2:F4:5,HUSTY M.Styczen J.Hupert Sp.J.,false,IAB,2015/08/29
00:50:C2:F4:6,Reason Tecnologia S.A.,false,IAB,2015/08/29
00:50:C2:F4:7,"cadac,inc.",false,IAB,2015/08/29
00:50:C2:F4:8,Phoenix Audio Technologies,false,IAB,2020/03/19
00:50:C2:F4:9,Green Instruments A/S,false,IAB,2015/08/29
00:50:C2:F4:A,"Z-App Systems, Inc.",false,IAB,2015/08/29
00:50:C2:F4:B,Supranet,false,IAB,2015/08/29
00:50:C2:F4:C,Enistic Limited,false,IAB,2015/08/29
00:50:C2:F4:D,KNOWHOW INFOCOM INC.,false,IAB,2015/08/29
00:50:C2:F4:E,Heinzinger electronic GmbH,false,IAB,2015/08/29
00:50:C2:F4:F,BAP Precision Ltd.,false,IAB,2015/08/29
00:50:C2:F5:0,Moritex Corporation,false,IAB,2015/08/29
00:50:C2:F5:1,"NDC Infrared Engineering, Inc.",false,IAB,2015/08/29
00:50:C2:F5:2,Rohde&Schwarz Topex SA,false,IAB,2016/05/07
00:50:C2:F5:3,"BAYCOM OPTO-ELECTRONICS TECHNOLGY CO., LTD.",false,IAB,2016/02/09
00:50:C2:F5:4,Hella Gutmann Solutions GmbH,false,IAB,2015/08/29
00:50:C2:F5:5,Honeywell,false,IAB,2019/07/02
00:50:C2:F5:6,"Monsoon Solutions, Inc.",false,IAB,2015/08/29
00:50:C2:F5:7,Reach Technologies Inc.,false,IAB,2015/08/29
00:50:C2:F5:8,IEEE Registration Authority,false,IAB,2016/05/07
00:50:C2:F5:9,G3 Technologies,false,IAB,2015/08/29
00:50:C2:F5:A,Sentry 360 Security,false,IAB,2015/08/29
00:50:C2:F5:B,Saia-Burgess Controls AG,false,IAB,2015/08/29
00:50:C2:F5:C,DSP DESIGN LTD,false,IAB,2015/08/29
00:50:C2:F5:D,SMARTB TECHNOLOGIES,false,IAB,2015/08/29
00:50:C2:F5:E,Y-cam Solutions Ltd,false,IAB,2015/08/29
00:50:C2:F5:F,"BORYEU TECHNOLOGY CO.,LTD",false,IAB,2015/08/29
00:50:C2:F6:0,Deckma GmbH,false,IAB,2015/08/29
00:50:C2:F6:1,Brauch Elektronik GmbH&Co.KG,false,IAB,2015/08/29
00:50:C2:F6:2,"EMAC, Inc.",false,IAB,2015/08/29
00:50:C2:F6:3,Triax A/S,false,IAB,2017/12/29
00:2A:AF,LARsys-Automation GmbH,false,MA-L,2015/11/17
00:36:FE,SuperVision,false,MA-L,2015/11/17
00:8E:F2,NETGEAR,false,MA-L,2017/05/24
04:8B:42,Skspruce Technologies,false,MA-L,2017/05/24
04:98:F3,"ALPSALPINE CO,.LTD",false,MA-L,2020/10/10
04:C1:B9,"Fiberhome Telecommunication Technologies Co.,LTD",false,MA-L,2016/01/25
08:08:EA,AMSC,false,MA-L,2015/11/17
08:0C:C9,"Mission Technology Group, dba Magma",false,MA-L,2015/11/17
08:37:9C,Topaz Co. LTD.,false,MA-L,2015/11/17
08:D4:0C,Intel Corporate,false,MA-L,2015/11/17
08:ED:B9,"Hon Hai Precision Ind. Co.,Ltd.",false,MA-L,2016/06/11
0C:AF:5A,GENUS POWER INFRASTRUCTURES LIMITED,false,MA-L,2015/11/17
0C:B4:EF,"Digience Co.,Ltd.",false,MA-L,2015/11/17
0C:C0:C0,MAGNETI MARELLI SISTEMAS ELECTRONICOS MEXICO,false,MA-L,2015/11/17
14:6A:0B,Cypress Electronics Limited,false,MA-L,2015/11/17
18:3F:47,"Samsung Electronics Co.,Ltd",false,MA-L,2015/11/17
18:9E:FC,"Apple, Inc.",false,MA-L,2017/10/11
18:F8:7A,i3 International Inc.,false,MA-L,2015/11/17
1C:69:A5,BlackBerry RTS,false,MA-L,2015/11/17
1C:6B:CA,"Mitsunami Co., Ltd.",false,MA-L,2015/11/17
1C:E1:65,Marshal Corporation,false,MA-L,2015/11/17
1C:F4:CA,Private,false,MA-L,2015/11/17
20:01:4F,Linea Research Ltd,false,MA-L,2015/11/17
20:64:32,"SAMSUNG ELECTRO MECHANICS CO., LTD.",false,MA-L,2016/06/11
20:9B:A5,"JIAXING GLEAD Electronics Co.,Ltd",false,MA-L,2015/11/17
20:F0:02,MTData Developments Pty. Ltd.,false,MA-L,2015/11/17
24:09:17,Devlin Electronics Limited,false,MA-L,2015/11/17
24:11:25,"Hutek Co., Ltd.",false,MA-L,2015/11/17
24:1B:13,"Shanghai Nutshell Electronic Co., Ltd.",false,MA-L,2015/11/17
24:BE:05,Hewlett Packard,false,MA-L,2015/11/17
28:98:7B,"Samsung Electronics Co.,Ltd",false,MA-L,2015/11/17
28:F6:06,Syes srl,false,MA-L,2015/11/17
34:4B:3D,"Fiberhome Telecommunication Technologies Co.,LTD",false,MA-L,2016/01/25
34:6E:8A,Ecosense,false,MA-L,2015/11/17
34:76:C5,"I-O DATA DEVICE,INC.",false,MA-L,2019/01/23
34:81:37,UNICARD SA,false,MA-L,2015/11/17
38:B1:2D,Sonotronic Nagel GmbH,false,MA-L,2015/11/17
38:EE:9D,Anedo Ltd.,false,MA-L,2015/11/17
3C:91:74,ALONG COMMUNICATION TECHNOLOGY,false,MA-L,2015/11/17
3C:97:0E,"Wistron InfoComm(Kunshan)Co.,Ltd.",false,MA-L,2015/11/17
3C:EA:FB,NSE AG,false,MA-L,2015/11/17
40:16:FA,EKM Metering,false,MA-L,2015/11/17
40:33:6C,Godrej & Boyce Mfg. co. ltd,false,MA-L,2015/11/17
40:70:4A,Power Idea Technology Limited,false,MA-L,2015/11/17
40:70:74,"Life Technology (China) Co., Ltd",false,MA-L,2015/11/17
40:88:E0,Beijing Ereneben Information Technology Limited Shenzhen Branch,false,MA-L,2015/11/17
40:AC:8D,"Data Management, Inc.",false,MA-L,2015/11/17
44:38:39,"Cumulus Networks, inc",false,MA-L,2015/11/17
44:6D:57,Liteon Technology Corporation,false,MA-L,2015/11/17
44:B3:82,Kuang-chi Institute of Advanced Technology,false,MA-L,2015/11/17
44:D1:5E,Shanghai Kingto Information Technology Ltd,false,MA-L,2015/11/17
48:91:53,Weinmann Geräte für Medizin GmbH + Co. KG,false,MA-L,2015/11/17
4C:54:27,Linepro Sp. z o.o.,false,MA-L,2015/11/17
4C:AA:16,AzureWave Technologies (Shanghai) Inc.,false,MA-L,2015/11/17
50:48:EB,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.,false,MA-L,2015/11/17
50:76:A6,Ecil Informatica Ind. Com. Ltda,false,MA-L,2015/11/17
50:8C:77,DIRMEIER Schanktechnik GmbH &Co KG,false,MA-L,2015/11/17
54:46:6B,"Shenzhen CZTIC Electronic Technology Co., Ltd",false,MA-L,2015/11/17
54:5E:BD,NL Technologies,false,MA-L,2015/11/17
54:9D:85,EnerAccess inc,false,MA-L,2015/11/17
54:D1:B0,"Universal Laser Systems, Inc",false,MA-L,2015/11/17
58:BF:EA,"Cisco Systems, Inc",false,MA-L,2015/11/17
5C:95:AE,"Apple, Inc.",false,MA-L,2017/10/11
5C:E2:F4,AcSiP Technology Corp.,false,MA-L,2015/11/17
5C:EE:79,Global Digitech Co LTD,false,MA-L,2015/11/17
60:84:3B,"Soladigm, Inc.",false,MA-L,2015/11/17
60:89:B1,Key Digital Systems,false,MA-L,2015/11/17
60:90:84,DSSD Inc,false,MA-L,2015/11/17
60:B9:33,Deutron Electronics Corp.,false,MA-L,2015/11/17
60:B9:82,RO.VE.R. Laboratories S.p.A.,false,MA-L,2015/11/17
60:CB:FB,AirScape Inc.,false,MA-L,2015/11/17
60:F2:81,"TRANWO TECHNOLOGY CO., LTD.",false,MA-L,2015/11/17
60:F3:DA,Logic Way GmbH,false,MA-L,2015/11/17
64:0E:94,"Pluribus Networks, Inc.",false,MA-L,2015/11/17
64:24:00,Xorcom Ltd.,false,MA-L,2015/11/17
64:AE:88,Polytec GmbH,false,MA-L,2015/11/17
64:F2:42,Gerdes Aktiengesellschaft,false,MA-L,2015/11/17
68:B6:FC,Hitron Technologies. Inc,false,MA-L,2015/11/17
6C:E9:83,"Gastron Co., LTD.",false,MA-L,2015/11/17
70:30:18,Avaya Inc,false,MA-L,2017/03/29
70:56:81,"Apple, Inc.",false,MA-L,2017/10/11
70:9A:0B,Italian Institute of Technology,false,MA-L,2015/11/17
74:14:89,SRT Wireless,false,MA-L,2015/11/17
74:AE:76,"iNovo Broadband, Inc.",false,MA-L,2015/11/17
78:25:44,Omnima Limited,false,MA-L,2015/11/17
78:52:62,"Shenzhen Hojy Software Co., Ltd.",false,MA-L,2015/11/17
78:BE:BD,STULZ GmbH,false,MA-L,2015/11/17
78:C4:AB,"Shenzhen Runsil Technology Co.,Ltd",false,MA-L,2015/11/17
78:C5:E5,Texas Instruments,false,MA-L,2015/11/17
7C:16:0D,Saia-Burgess Controls AG,false,MA-L,2015/11/17
7C:B2:1B,Cisco SPVTG,false,MA-L,2015/11/17
7C:D1:C3,"Apple, Inc.",false,MA-L,2017/10/11
80:49:71,"Apple, Inc.",false,MA-L,2017/10/11
80:CE:B1,Theissen Training Systems GmbH,false,MA-L,2015/11/17
80:D1:8B,"Hangzhou I'converge Technology Co.,Ltd",false,MA-L,2015/11/17
80:F6:2E,"Hangzhou H3C Technologies Co., Limited",false,MA-L,2015/11/17
84:29:99,"Apple, Inc.",false,MA-L,2017/10/11
84:3A:4B,Intel Corporate,false,MA-L,2015/11/17
84:74:2A,zte corporation,false,MA-L,2015/11/17
84:7E:40,Texas Instruments,false,MA-L,2015/11/17
88:10:36,Panodic(ShenZhen) Electronics Limted,false,MA-L,2015/11/17
8C:C7:AA,Radinet Communications Inc.,false,MA-L,2015/11/17
8C:FA:BA,"Apple, Inc.",false,MA-L,2017/10/11
94:21:97,Stalmart Technology Limited,false,MA-L,2015/11/17
94:CC:B9,"ARRIS Group, Inc.",false,MA-L,2016/05/23
98:26:2A,"Applied Research Associates, Inc",false,MA-L,2015/11/17
9C:20:7B,"Apple, Inc.",false,MA-L,2017/10/11
9C:61:1D,Panasonic Corporation of North America,false,MA-L,2020/01/23
9C:8E:DC,Teracom Limited,false,MA-L,2019/07/02
9C:E1:0E,NCTech Ltd,false,MA-L,2015/11/17
A0:6D:09,Intelcan Technosystems Inc.,false,MA-L,2015/11/17
A0:B3:CC,Hewlett Packard,false,MA-L,2015/11/17
A0:C3:DE,Triton Electronic Systems Ltd.,false,MA-L,2015/11/17
A0:F4:50,HTC Corporation,false,MA-L,2015/11/17
A4:18:75,"Cisco Systems, Inc",false,MA-L,2015/11/17
A4:4C:11,"Cisco Systems, Inc",false,MA-L,2015/11/17
A4:52:6F,ADB Broadband Italia,false,MA-L,2015/11/17
A4:93:4C,"Cisco Systems, Inc",false,MA-L,2015/11/17
A4:97:BB,"Hitachi Industrial Equipment Systems Co.,Ltd",false,MA-L,2015/11/17
A4:E7:31,Nokia Corporation,false,MA-L,2015/11/17
A8:2B:D6,"Shina System Co., Ltd",false,MA-L,2015/11/17
A8:65:B2,"DONGGUAN YISHANG ELECTRONIC TECHNOLOGY CO., LIMITED",false,MA-L,2015/11/17
AC:40:EA,C&T Solution Inc.,false,MA-L,2015/11/17
AC:4B:C8,Juniper Networks,false,MA-L,2016/02/10
AC:94:03,Envision Peripherals Inc,false,MA-L,2015/11/17
AC:CF:23,"Hi-flying electronics technology Co.,Ltd",false,MA-L,2015/11/17
AC:EE:3B,6harmonics Inc,false,MA-L,2015/11/17
B0:43:5D,"NuLEDs, Inc.",false,MA-L,2015/11/17
B0:75:0C,QA Cafe,false,MA-L,2015/11/17
B0:B2:DC,Zyxel Communications Corporation,false,MA-L,2017/09/06
B0:D2:F5,"Vello Systems, Inc.",false,MA-L,2015/11/17
B0:E8:92,Seiko Epson Corporation,false,MA-L,2016/09/03
B4:0E:96,HERAN,false,MA-L,2015/11/17
B4:31:B8,Aviwest,false,MA-L,2015/11/17
B4:35:64,"Fujian Tian Cheng Electron Science & Technical Development Co.,Ltd.",false,MA-L,2015/11/17
B4:62:38,Exablox,false,MA-L,2015/11/17
B4:A4:B5,"Zen Eye Co.,Ltd",false,MA-L,2015/11/17
B4:B5:2F,Hewlett Packard,false,MA-L,2015/11/17
B4:E1:EB,Private,false,MA-L,2015/11/17
B8:E9:37,"Sonos, Inc.",false,MA-L,2017/12/11
BC:85:1F,"Samsung Electronics Co.,Ltd",false,MA-L,2016/06/11
BC:F6:85,D-Link International,false,MA-L,2015/11/17
C0:5E:79,"SHENZHEN HUAXUN ARK TECHNOLOGIES CO.,LTD",false,MA-L,2015/11/17
C0:81:70,Effigis GeoSolutions,false,MA-L,2015/11/17
C0:9F:42,"Apple, Inc.",false,MA-L,2017/10/11
C4:F5:7C,Brocade Communications Systems LLC,false,MA-L,2020/02/25
C8:0E:77,Le Shi Zhi Xin Electronic Technology (Tianjin) Limited,false,MA-L,2015/11/17
C8:9F:42,VDII Innovation AB,false,MA-L,2015/11/17
C8:AE:9C,Shanghai TYD Elecronic Technology Co. Ltd,false,MA-L,2015/11/17
C8:BB:D3,Embrane,false,MA-L,2015/11/17
C8:D7:19,"Cisco-Linksys, LLC",false,MA-L,2015/11/17
CC:18:7B,"Manzanita Systems, Inc.",false,MA-L,2015/11/17
CC:91:2B,TE Connectivity Touch Solutions,false,MA-L,2015/11/17
CC:FE:3C,"Samsung Electronics Co.,Ltd",false,MA-L,2016/06/11
D0:69:9E,LUMINEX Lighting Control Equipment,false,MA-L,2015/11/17
D0:D2:12,"K2NET Co.,Ltd.",false,MA-L,2015/11/17
D0:DB:32,Nokia Corporation,false,MA-L,2015/11/17
D4:DF:57,Alpinion Medical Systems,false,MA-L,2015/11/17
D8:0D:E3,FXI TECHNOLOGIES AS,false,MA-L,2015/11/17
DC:37:D2,"Hunan HKT Electronic Technology Co., Ltd",false,MA-L,2015/11/17
E0:06:E6,"Hon Hai Precision Ind. Co.,Ltd.",false,MA-L,2016/06/11
E8:3E:FB,GEODESIC LTD.,false,MA-L,2015/11/17
E8:54:84,"NEO Information Systems Co., Ltd.",false,MA-L,2015/11/17
E8:56:D6,NCTech Ltd,false,MA-L,2015/11/17
E8:99:C4,HTC Corporation,false,MA-L,2015/11/17
E8:D0:FA,MKS Instruments Deutschland GmbH,false,MA-L,2015/11/17
EC:0E:D6,ITECH INSTRUMENTS SAS,false,MA-L,2015/11/17
EC:17:2F,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
EC:D1:9A,"Zhuhai Liming Industries Co., Ltd",false,MA-L,2015/11/17
F0:DC:E2,"Apple, Inc.",false,MA-L,2017/10/11
F0:FD:A0,Acurix Networks Pty Ltd,false,MA-L,2016/03/16
F4:60:0D,"Panoptic Technology, Inc",false,MA-L,2015/11/17
F4:90:EA,Deciso B.V.,false,MA-L,2020/07/17
F8:1A:67,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2015/11/17
FC:1D:59,I Smart Cities HK Ltd,false,MA-L,2015/11/17
FC:2A:54,"Connected Data, Inc.",false,MA-L,2015/11/17
FC:50:90,SIMEX Sp. z o.o.,false,MA-L,2015/11/17
FC:83:99,Avaya Inc,false,MA-L,2017/03/29
FC:94:E3,Technicolor CH USA Inc.,false,MA-L,2018/03/08
00:BF:15,Genetec Inc.,false,MA-L,2015/11/17
00:E8:AB,"Meggitt Training Systems, Inc.",false,MA-L,2015/11/17
04:9C:62,BMT Medical Technology s.r.o.,false,MA-L,2015/11/17
04:CE:14,Wilocity LTD.,false,MA-L,2015/11/17
08:9E:01,Quanta Computer Inc.,false,MA-L,2020/05/27
0C:2A:69,"electric imp, incorporated",false,MA-L,2015/11/17
0C:57:EB,Mueller Systems,false,MA-L,2015/11/17
14:9F:E8,Lenovo Mobile Communication Technology Ltd.,false,MA-L,2015/11/17
18:33:9D,"Cisco Systems, Inc",false,MA-L,2015/11/17
18:42:1D,Private,false,MA-L,2015/11/17
18:E2:C2,"Samsung Electronics Co.,Ltd",false,MA-L,2016/06/11
1C:5F:FF,"Beijing Ereneben Information Technology Co.,Ltd Shenzhen Branch",false,MA-L,2015/11/17
1C:84:64,FORMOSA WIRELESS COMMUNICATION CORP.,false,MA-L,2015/11/17
20:44:3A,Schneider Electric Asia Pacific Ltd,false,MA-L,2015/11/17
20:C1:AF,"i Wit Digital Co., Limited",false,MA-L,2015/11/17
20:F8:5E,Delta Electronics,false,MA-L,2015/11/17
28:C9:14,Taimag Corporation,false,MA-L,2015/11/17
2C:D4:44,FUJITSU LIMITED,false,MA-L,2018/10/13
38:6B:BB,"ARRIS Group, Inc.",false,MA-L,2016/05/23
38:8A:B7,ITC Networks,false,MA-L,2015/11/17
3C:81:D8,Sagemcom Broadband SAS,false,MA-L,2015/11/17
3C:F3:92,Virtualtek. Co. Ltd,false,MA-L,2015/11/17
48:28:2F,zte corporation,false,MA-L,2015/11/17
4C:06:8A,Basler Electric Company,false,MA-L,2015/11/17
4C:0B:3A,TCT mobile ltd,false,MA-L,2016/03/01
58:69:F9,Fusion Transactive Ltd.,false,MA-L,2015/11/17
58:C3:8B,"Samsung Electronics Co.,Ltd",false,MA-L,2016/06/11
5C:17:37,"I-View Now, LLC.",false,MA-L,2015/11/17
60:45:BD,Microsoft,false,MA-L,2015/11/17
64:22:16,"Shandong Taixin Electronic co.,Ltd",false,MA-L,2015/11/17
64:51:7E,"LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.",false,MA-L,2015/11/17
64:9F:F7,Kone OYj,false,MA-L,2015/11/17
68:CE:4E,L-3 Communications Infrared Products,false,MA-L,2015/11/17
68:D1:FD,"Shenzhen Trimax Technology Co.,Ltd",false,MA-L,2015/11/17
70:0B:C0,Dewav Technology Company,false,MA-L,2015/11/17
70:2F:4B,Steelcase Inc.,false,MA-L,2020/07/23
70:B5:99,Embedded Technologies s.r.o.,false,MA-L,2015/11/17
74:53:27,"COMMSEN CO., LIMITED",false,MA-L,2015/11/17
74:6A:89,Rezolt Corporation,false,MA-L,2015/11/17
74:93:A4,Zebra Technologies Corp.,false,MA-L,2015/11/17
78:61:7C,"MITSUMI ELECTRIC CO.,LTD.",false,MA-L,2017/07/01
7C:BF:B1,"ARRIS Group, Inc.",false,MA-L,2016/05/23
80:2A:FA,Germaneers GmbH,false,MA-L,2015/11/17
80:96:B1,"ARRIS Group, Inc.",false,MA-L,2016/05/23
88:96:76,TTC MARCONI s.r.o.,false,MA-L,2015/11/17
88:DC:96,"EnGenius Technologies, Inc.",false,MA-L,2021/07/29
90:94:E4,D-Link International,false,MA-L,2015/11/17
98:A7:B0,MCST ZAO,false,MA-L,2015/11/17
98:D6:86,"Chyi Lee industry Co., ltd.",false,MA-L,2015/11/17
9C:06:6E,Hytera Communications Corporation Limited,false,MA-L,2015/11/17
9C:54:CA,"Zhengzhou VCOM Science and Technology Co.,Ltd",false,MA-L,2015/11/17
A8:16:B2,LG Electronics (Mobile Communications),false,MA-L,2017/08/11
AC:C2:EC,CLT INT'L IND. CORP.,false,MA-L,2015/11/17
AC:D9:D6,tci GmbH,false,MA-L,2015/11/17
B0:65:BD,"Apple, Inc.",false,MA-L,2017/10/11
B0:A8:6E,Juniper Networks,false,MA-L,2016/02/10
B0:C8:3F,"Jiangsu Cynray IOT Co., Ltd.",false,MA-L,2015/11/17
B4:21:8A,Dog Hunter LLC,false,MA-L,2015/11/17
B8:6B:23,Toshiba,false,MA-L,2015/11/17
BC:81:1F,Ingate Systems,false,MA-L,2015/11/17
BC:C2:3A,Thomson Video Networks,false,MA-L,2015/11/17
BC:D9:40,"ASR Co,.Ltd.",false,MA-L,2015/11/17
C0:C9:46,MITSUYA LABORATORIES INC.,false,MA-L,2015/11/17
C4:01:B1,SeekTech INC,false,MA-L,2015/11/17
C4:55:C2,Bach-Simpson,false,MA-L,2015/11/17
C4:6A:B7,Xiaomi Communications Co Ltd,false,MA-L,2016/08/26
C4:BA:99,I+ME Actia Informatik und Mikro-Elektronik GmbH,false,MA-L,2015/11/17
CC:14:A6,"Yichun MyEnergy Domain, Inc",false,MA-L,2015/11/17
D0:8C:FF,UPWIS AB,false,MA-L,2015/11/17
D4:1E:35,TOHO Electronics INC.,false,MA-L,2015/11/17
D4:3D:7E,"Micro-Star Int'l Co, Ltd",false,MA-L,2015/11/17
D8:67:D9,"Cisco Systems, Inc",false,MA-L,2015/11/17
D8:8A:3B,UNIT-EM,false,MA-L,2015/11/17
DC:85:DE,AzureWave Technology Inc.,false,MA-L,2015/11/17
E0:9D:B8,PLANEX COMMUNICATIONS INC.,false,MA-L,2019/07/02
E0:A3:0F,Pevco,false,MA-L,2015/11/17
E4:71:85,Securifi Ltd,false,MA-L,2015/11/17
E8:D4:83,ULTIMATE Europe Transportation Equipment GmbH,false,MA-L,2015/11/17
EC:1A:59,Belkin International Inc.,false,MA-L,2015/11/17
EC:4C:4D,ZAO NPK RoTeK,false,MA-L,2015/11/17
EC:A2:9B,Kemppi Oy,false,MA-L,2015/11/17
F8:A0:3D,"Dinstar Technologies Co., Ltd.",false,MA-L,2015/11/17
00:50:C2:F6:4,Chrisso Technologies LLC,false,IAB,2015/08/29
00:50:C2:F6:5,Telebyte Inc.,false,IAB,2015/08/29
00:50:C2:F6:6,GWT LLC,false,IAB,2015/08/29
00:50:C2:F6:7,Celestial Audio,false,IAB,2015/08/29
00:50:C2:F6:8,Newtec A/S,false,IAB,2015/08/29
00:50:C2:F6:9,Safe Place Solutions Ltd,false,IAB,2015/08/29
00:50:C2:F6:A,OFI Inc. (dba 2D2C),false,IAB,2015/08/29
00:50:C2:F6:B,Algodue Elettronica Srl,false,IAB,2015/08/29
00:50:C2:F6:C,Pro Design Electronic GmbH,false,IAB,2015/08/29
00:50:C2:F6:D,Pro Design Electronic GmbH,false,IAB,2015/08/29
00:50:C2:F6:E,"Smith Meter, Inc.",false,IAB,2015/08/29
00:50:C2:F6:F,Aplex Technology Inc.,false,IAB,2015/08/29
00:50:C2:F7:0,Noralta Technologies Inc,false,IAB,2015/08/29
00:50:C2:F7:1,"RF Code, Inc",false,IAB,2015/08/29
00:50:C2:F7:2,MaxDeTec AG,false,IAB,2015/08/29
00:50:C2:F7:3,DELTACAST.TV,false,IAB,2015/08/29
00:50:C2:F7:4,Thor Technologies Pty Ltd,false,IAB,2015/08/29
00:50:C2:F7:5,PumpWell Solutions Ltd.,false,IAB,2015/08/29
00:50:C2:F7:6,"Rong Jie(FuZhou)Electronics Co.,Ltd",false,IAB,2015/08/29
00:50:C2:F7:7,SYSTEMTECHNIK GmbH,false,IAB,2015/08/29
00:50:C2:F7:8,Gets MSS S.A.,false,IAB,2015/08/29
00:50:C2:F7:9,Tattile srl,false,IAB,2015/08/29
00:50:C2:F7:A,C3 LLC,false,IAB,2015/08/29
00:50:C2:F7:B,MCM Electronics,false,IAB,2015/08/29
00:50:C2:F7:C,"Atonometrics, Inc.",false,IAB,2015/08/29
00:50:C2:F7:D,"D-Hike Electroncs Technology Co.,Ltd",false,IAB,2015/08/29
00:50:C2:F7:E,TruTeq Wireless (Pty) Ltd,false,IAB,2015/08/29
00:50:C2:F7:F,Dynamic Design,false,IAB,2015/08/29
00:50:C2:F8:0,SYS TEC electronic GmbH,false,IAB,2016/05/07
00:50:C2:F8:1,PLDA,false,IAB,2015/08/29
00:50:C2:F8:2,Sincair Systems International,false,IAB,2015/08/29
00:50:C2:F8:3,GSP Sprachtechnologie GmbH,false,IAB,2015/08/29
00:50:C2:F8:4,Dynon Instruments,false,IAB,2015/08/29
00:50:C2:F8:5,"Enetics, Inc.",false,IAB,2015/08/29
00:50:C2:F8:6,Audio Power Labs,false,IAB,2015/08/29
00:50:C2:F8:7,Vaisala Oyj,false,IAB,2016/05/07
00:50:C2:F8:8,RTC Manufacturing Inc.,false,IAB,2015/08/29
00:50:C2:F8:9,CSA Engineering AG,false,IAB,2015/08/29
00:50:C2:F8:A,"EMAC, Inc.",false,IAB,2015/08/29
00:50:C2:F8:B,comlet Verteilte Systeme GmbH,false,IAB,2015/08/29
00:F4:03,Orbis Systems Oy,false,MA-L,2015/11/17
08:3E:8E,"Hon Hai Precision Ind. Co.,Ltd.",false,MA-L,2016/06/11
08:5B:0E,"Fortinet, Inc.",false,MA-L,2015/11/17
0C:56:5C,HyBroad Vision (Hong Kong) Technology Co Ltd,false,MA-L,2015/11/17
0C:71:5D,"Samsung Electronics Co.,Ltd",false,MA-L,2015/11/17
